feature,metadata,value,coef,stderr,N,N.not.0,pval,qval
K05991,treatmentOrder,medium,-0.141728534,0.933546626,95,61,0.879990106,0.980254449
K06033,scaledBiteRate,scaledBiteRate,0.035327421,0.232865851,95,84,0.879796405,0.980254449
K06118,treatmentOrder,medium,0.046311047,0.304909018,95,95,0.879812736,0.980254449
K07056,treatmentOrder,low,0.012687526,0.083655768,95,95,0.879960214,0.980254449
K07482,treatmentOrder,low,-0.05422779,0.357583121,95,94,0.87999892,0.980254449
K08777,scaledmetRate,scaledmetRate,0.015771009,0.104020564,95,13,0.879874095,0.980254449
K09691,treatmentOrder,low,0.028139417,0.185441994,95,95,0.879895671,0.980254449
K13653,treatmentOrder,medium,0.024395284,0.160736389,95,95,0.879940633,0.980254449
K14333,scaledThig,scaledThig,-0.012917579,0.085154971,95,95,0.879935385,0.980254449
K14339,treatmentOrder,low,0.082726847,0.544714688,95,93,0.879798495,0.980254449
K16901,treatmentOrder,low,0.036803322,0.242555504,95,15,0.879880549,0.980254449
K18294,treatmentOrder,medium,-0.071093025,0.468719864,95,94,0.879794544,0.980254449
K18920,scaledBiteRate,scaledBiteRate,-0.039664803,0.261379678,95,92,0.879736915,0.980254449
K08163,treatmentOrder,low,-0.065321119,0.431139067,95,95,0.880061523,0.980276792
K11811,scaledmetRate,scaledmetRate,-0.011182166,0.073862045,95,95,0.880050551,0.980276792
K03533,scaledBiteRate,scaledBiteRate,-0.020927901,0.138270241,95,95,0.880098412,0.980290127
K16323,scaledBiteRate,scaledBiteRate,0.037112684,0.245389169,95,25,0.880136842,0.980290127
K18552,treatmentOrder,low,-0.054351151,0.358566651,95,95,0.880115885,0.980290127
K03474,scaledSpeed,scaledSpeed,0.002689222,0.017776218,95,95,0.880190382,0.980317678
K15986,treatmentOrder,low,0.044120856,0.291516206,95,95,0.880203812,0.980317678
K02282,scaledBiteRate,scaledBiteRate,0.010779869,0.071374405,95,95,0.880299924,0.980401201
K13669,scaledThig,scaledThig,0.029044498,0.192280351,95,89,0.880330074,0.98041126
K01185,scaledSpeed,scaledSpeed,0.009411032,0.062314363,95,95,0.880442907,0.980412853
K01760,scaledSpeed,scaledSpeed,0.007463781,0.049479353,95,95,0.880472822,0.980412853
K02063,treatmentOrder,high,-0.039748222,0.263414354,95,95,0.880559677,0.980412853
K03207,scaledThig,scaledThig,-0.016971187,0.112501665,95,95,0.880550089,0.980412853
K03830,scaledBiteRate,scaledBiteRate,0.013051544,0.086599458,95,95,0.880583398,0.980412853
K05785,treatmentOrder,low,-0.036549117,0.242036955,95,95,0.880524277,0.980412853
K06380,scaledThig,scaledThig,-0.030432575,0.201733513,95,24,0.880478093,0.980412853
K11072,scaledSpeed,scaledSpeed,-0.009227491,0.061174728,95,95,0.880490322,0.980412853
K14347,scaledSpeed,scaledSpeed,-0.003772121,0.024975313,95,95,0.880420127,0.980412853
K17463,treatmentOrder,medium,0.096600356,0.640010051,95,91,0.880606047,0.980412853
K17468,treatmentOrder,medium,0.096600356,0.640010051,95,91,0.880606047,0.980412853
K17473,treatmentOrder,medium,0.096600356,0.640010051,95,91,0.880606047,0.980412853
K19572,treatmentOrder,low,-0.069359298,0.4588736,95,95,0.880360867,0.980412853
K00820,scaledBiteRate,scaledBiteRate,0.002125876,0.014122089,95,95,0.880692623,0.980455054
K02044,scaledThig,scaledThig,0.004828096,0.03206453,95,95,0.880725862,0.980455054
K06946,scaledBiteRate,scaledBiteRate,0.019522306,0.129674072,95,95,0.880728431,0.980455054
K14048,scaledSpeed,scaledSpeed,0.014615854,0.096981795,95,95,0.880706535,0.980455054
K10531,scaledmetRate,scaledmetRate,-0.015268887,0.101490176,95,95,0.880761793,0.980456656
K11686,scaledThig,scaledThig,-0.038492756,0.255818552,95,30,0.880772109,0.980456656
K09861,scaledmetRate,scaledmetRate,-0.00300585,0.019984497,95,95,0.880796308,0.980460083
K02303,treatmentOrder,low,0.023992296,0.159402576,95,95,0.880860522,0.980470674
K06407,scaledSpeed,scaledSpeed,-0.046925495,0.312271423,95,74,0.880903075,0.980470674
K11443,treatmentOrder,medium,0.037556555,0.249355825,95,95,0.880827821,0.980470674
K12530,scaledSpeed,scaledSpeed,-0.020441264,0.135914312,95,95,0.880885954,0.980470674
K17464,treatmentOrder,medium,0.096355328,0.640036526,95,91,0.880911421,0.980470674
K00172,treatmentOrder,medium,0.132773988,0.882546146,95,91,0.881037208,0.980513845
K02492,treatmentOrder,medium,-0.010326625,0.068611176,95,95,0.881037664,0.980513845
K03095,scaledmetRate,scaledmetRate,-0.053610538,0.356925643,95,47,0.881023164,0.980513845
K06042,treatmentOrder,low,-0.023007082,0.153101283,95,95,0.881055813,0.980513845
K12137,scaledSpeed,scaledSpeed,-0.020226449,0.134658507,95,95,0.881037532,0.980513845
K06609,scaledmetRate,scaledmetRate,0.025409343,0.169295848,95,93,0.881098559,0.980537911
K01497,scaledSpeed,scaledSpeed,-0.003482124,0.023191662,95,95,0.881128044,0.980547219
K00758,scaledBiteRate,scaledBiteRate,0.007289174,0.048601135,95,95,0.881161603,0.980561059
K04334,scaledSpeed,scaledSpeed,0.031071869,0.207360456,95,93,0.881233964,0.980613908
K06989,scaledmetRate,scaledmetRate,0.012143816,0.08105074,95,95,0.881251341,0.980613908
K03611,scaledThig,scaledThig,0.003301604,0.022022894,95,95,0.881311236,0.980657051
K03717,treatmentOrder,high,-0.022287499,0.148838115,95,95,0.881471481,0.980741331
K09471,scaledThig,scaledThig,-0.006720992,0.044876474,95,95,0.881462619,0.980741331
K19081,scaledmetRate,scaledmetRate,-0.025490259,0.170422522,95,20,0.881449318,0.980741331
K19082,scaledmetRate,scaledmetRate,-0.025490259,0.170422522,95,20,0.881449318,0.980741331
K00343,treatmentOrder,medium,-0.009242544,0.06175599,95,95,0.881632135,0.980789425
K01758,treatmentOrder,medium,0.035631406,0.238149602,95,95,0.881641467,0.980789425
K02108,treatmentOrder,low,0.006094785,0.040714085,95,95,0.881594799,0.980789425
K03518,scaledBiteRate,scaledBiteRate,0.010139076,0.067837187,95,95,0.881544176,0.980789425
K05375,scaledBiteRate,scaledBiteRate,-0.012830645,0.085868153,95,95,0.881608464,0.980789425
K15642,scaledThig,scaledThig,0.042731537,0.28599418,95,75,0.88163357,0.980789425
K01630,scaledmetRate,scaledmetRate,0.014728162,0.098623455,95,95,0.881674835,0.980803042
K08087,scaledBiteRate,scaledBiteRate,-0.039236467,0.263011671,95,92,0.881756746,0.980870659
K01704,treatmentOrder,high,0.005797626,0.038797593,95,95,0.88177973,0.980872722
K00023,scaledmetRate,scaledmetRate,0.005599974,0.037554198,95,95,0.881823395,0.98087643
K02026,scaledThig,scaledThig,0.009890309,0.066354156,95,95,0.881869728,0.98087643
K03153,scaledBiteRate,scaledBiteRate,-0.008395764,0.05636008,95,95,0.881924828,0.98087643
K06137,treatmentOrder,low,-0.036942609,0.24743415,95,95,0.881880213,0.98087643
K07491,treatmentOrder,high,0.021794365,0.146171436,95,95,0.881930964,0.98087643
K15526,scaledThig,scaledThig,0.023804062,0.159794953,95,95,0.881924993,0.98087643
K17228,scaledSpeed,scaledSpeed,-0.016200505,0.108588479,95,95,0.881882493,0.98087643
K00790,treatmentOrder,low,0.006082772,0.040791882,95,95,0.882043075,0.980954117
K01356,scaledThig,scaledThig,0.004368285,0.029319494,95,95,0.882042543,0.980954117
K03607,treatmentOrder,high,0.032264161,0.216689063,95,95,0.882089793,0.980959074
K08964,scaledBiteRate,scaledBiteRate,-0.010868315,0.073029081,95,95,0.882079841,0.980959074
K02305,treatmentOrder,medium,0.040302743,0.270761934,95,95,0.882196331,0.981007053
K02968,treatmentOrder,low,0.006521153,0.043779015,95,95,0.882186545,0.981007053
K17840,scaledSpeed,scaledSpeed,-0.028198773,0.189624897,95,87,0.882172987,0.981007053
K09928,scaledSpeed,scaledSpeed,0.005317407,0.035771326,95,95,0.88230523,0.981104649
K01652,treatmentOrder,high,0.008083748,0.054447247,95,95,0.882451012,0.98121689
K07479,scaledBiteRate,scaledBiteRate,-0.01788563,0.120535914,95,95,0.882433925,0.98121689
K14591,scaledmetRate,scaledmetRate,0.019343685,0.13043674,95,95,0.882469576,0.98121689
K07533,scaledmetRate,scaledmetRate,-0.034707846,0.234092526,95,94,0.88250236,0.981220704
K13873,treatmentOrder,medium,0.104886296,0.705724402,95,92,0.882515278,0.981220704
K02420,treatmentOrder,medium,0.014102301,0.094982062,95,95,0.882541783,0.981226674
K02039,treatmentOrder,low,-0.010697707,0.072198021,95,95,0.882669246,0.981311123
K02618,scaledSpeed,scaledSpeed,-0.009511857,0.06422783,95,95,0.882655772,0.981311123
K13572,scaledThig,scaledThig,-0.023319762,0.157534824,95,95,0.882681154,0.981311123
K01048,scaledSpeed,scaledSpeed,0.008582518,0.058026482,95,95,0.882794909,0.981414087
K01631,scaledmetRate,scaledmetRate,-0.008053981,0.05446283,95,95,0.882819278,0.981417676
K06149,scaledmetRate,scaledmetRate,-0.013072868,0.088464462,95,95,0.882864484,0.981444429
K07044,scaledmetRate,scaledmetRate,0.016898999,0.114399018,95,95,0.882906374,0.981467494
K00568,scaledThig,scaledThig,0.003215266,0.021762033,95,95,0.882955419,0.981498512
K06920,treatmentOrder,low,0.010411992,0.070493648,95,95,0.88302541,0.981542349
K16784,scaledSpeed,scaledSpeed,0.012322468,0.083502601,95,95,0.88303714,0.981542349
K02254,treatmentOrder,low,-0.112551798,0.762054937,95,28,0.883079547,0.981542483
K06921,treatmentOrder,high,-0.134190803,0.908097907,95,62,0.883068184,0.981542483
K13918,scaledBiteRate,scaledBiteRate,0.023767943,0.161208388,95,94,0.883140519,0.981586752
K03803,treatmentOrder,low,0.045466836,0.308411651,95,95,0.883279208,0.981670393
K13063,treatmentOrder,low,-0.107133188,0.72672317,95,89,0.883266639,0.981670393
K17686,scaledmetRate,scaledmetRate,-0.00384961,0.026141529,95,95,0.883267579,0.981670393
K01250,treatmentOrder,high,-0.058575587,0.397640448,95,95,0.883357142,0.981733505
K00163,treatmentOrder,low,0.011786124,0.08025194,95,95,0.883749033,0.981752949
K00813,scaledBiteRate,scaledBiteRate,-0.016456461,0.11200287,95,95,0.883572259,0.981752949
K01695,treatmentOrder,medium,0.008166866,0.055563406,95,95,0.883747187,0.981752949
K02032,treatmentOrder,low,-0.016603232,0.113124194,95,95,0.883784084,0.981752949
K03894,scaledBiteRate,scaledBiteRate,0.022008232,0.150112175,95,94,0.883783979,0.981752949
K04069,scaledmetRate,scaledmetRate,0.014011631,0.095487069,95,95,0.883680305,0.981752949
K04336,scaledBiteRate,scaledBiteRate,-0.033649894,0.22949909,95,93,0.883768656,0.981752949
K05555,scaledThig,scaledThig,-0.025560025,0.173953755,95,11,0.883537269,0.981752949
K06896,scaledmetRate,scaledmetRate,-0.052700799,0.359102253,95,30,0.883688954,0.981752949
K07105,treatmentOrder,low,0.145193426,0.989032529,95,90,0.883797588,0.981752949
K07444,treatmentOrder,high,-0.037779733,0.256809512,95,95,0.883516415,0.981752949
K08296,scaledThig,scaledThig,0.001936774,0.013195661,95,95,0.883790474,0.981752949
K09967,scaledmetRate,scaledmetRate,-0.009630032,0.065492629,95,95,0.88352339,0.981752949
K10190,treatmentOrder,low,0.044899754,0.305464078,95,95,0.883673411,0.981752949
K12532,scaledSpeed,scaledSpeed,-0.01998623,0.135958203,95,95,0.883555054,0.981752949
K13628,treatmentOrder,medium,0.013168677,0.08944543,95,95,0.883601782,0.981752949
K16234,scaledSpeed,scaledSpeed,-0.01317385,0.089813371,95,95,0.883785774,0.981752949
K17244,scaledmetRate,scaledmetRate,-0.020764118,0.14155856,95,95,0.883743718,0.981752949
K18996,scaledSpeed,scaledSpeed,0.014064717,0.095637098,95,95,0.883450217,0.981752949
K19134,scaledThig,scaledThig,0.044449794,0.302818879,95,17,0.883650769,0.981752949
K01956,scaledBiteRate,scaledBiteRate,0.002048508,0.013980691,95,95,0.883889854,0.981758877
K06312,scaledmetRate,scaledmetRate,0.032638038,0.222797588,95,24,0.883874638,0.981758877
K06999,scaledBiteRate,scaledBiteRate,-0.003946303,0.026920565,95,95,0.88385491,0.981758877
K08194,scaledThig,scaledThig,0.013665864,0.093268683,95,95,0.883972106,0.981758877
K11635,scaledSpeed,scaledSpeed,0.039081179,0.26684615,95,27,0.883940807,0.981758877
K12513,treatmentOrder,low,-0.038503986,0.262514201,95,10,0.883971057,0.981758877
K15836,scaledSpeed,scaledSpeed,-0.016728974,0.114075565,95,95,0.883828437,0.981758877
K19621,scaledmetRate,scaledmetRate,-0.033812563,0.230880149,95,93,0.883944395,0.981758877
K00931,treatmentOrder,high,-0.005856448,0.039934436,95,95,0.884014966,0.981767736
K02071,treatmentOrder,low,-0.013412364,0.091621201,95,95,0.884022378,0.981767736
K01909,scaledThig,scaledThig,0.022878958,0.156311087,95,93,0.884064482,0.9817736
K02044,treatmentOrder,medium,0.016305865,0.111289506,95,95,0.884081231,0.9817736
K09916,treatmentOrder,high,-0.025642473,0.175200535,95,95,0.884091103,0.9817736
K00019,treatmentOrder,low,-0.021032891,0.144173432,95,95,0.884563355,0.981811552
K00331,treatmentOrder,medium,-0.008742791,0.059920728,95,95,0.884585467,0.981811552
K00844,scaledmetRate,scaledmetRate,-0.031777248,0.21806567,95,12,0.884476931,0.981811552
K01032,treatmentOrder,medium,-0.036840486,0.252970178,95,95,0.8847621,0.981811552
K01115,treatmentOrder,low,0.057070366,0.392219083,95,94,0.884647695,0.981811552
K01115,scaledBiteRate,scaledBiteRate,-0.0220369,0.151549729,95,94,0.884723253,0.981811552
K01150,scaledBiteRate,scaledBiteRate,0.010705422,0.073497631,95,95,0.884595099,0.981811552
K01872,treatmentOrder,low,-0.004697249,0.032311409,95,95,0.88475163,0.981811552
K02403,scaledmetRate,scaledmetRate,-0.01113559,0.076205467,95,95,0.884187989,0.981811552
K02613,scaledBiteRate,scaledBiteRate,-0.011270884,0.077540965,95,95,0.884796703,0.981811552
K02641,scaledBiteRate,scaledBiteRate,-0.036476689,0.250203183,95,90,0.884428647,0.981811552
K03437,treatmentOrder,high,-0.025108707,0.171604359,95,95,0.884163991,0.981811552
K03778,scaledThig,scaledThig,0.005916569,0.040738254,95,95,0.884879327,0.981811552
K03931,scaledSpeed,scaledSpeed,-0.014828915,0.101517584,95,95,0.88425658,0.981811552
K04567,treatmentOrder,medium,-0.006550676,0.044931723,95,95,0.884749853,0.981811552
K05523,scaledmetRate,scaledmetRate,-0.02057531,0.141622091,95,95,0.884838123,0.981811552
K05826,treatmentOrder,medium,-0.119275729,0.816390175,95,53,0.884386382,0.981811552
K06167,treatmentOrder,high,0.03248935,0.222797186,95,95,0.884538221,0.981811552
K07173,scaledBiteRate,scaledBiteRate,-0.01702719,0.117166231,95,95,0.884841797,0.981811552
K07590,treatmentOrder,medium,0.165347821,1.135782747,95,60,0.884774976,0.981811552
K08163,scaledBiteRate,scaledBiteRate,0.020871717,0.143597305,95,95,0.884794652,0.981811552
K08677,scaledSpeed,scaledSpeed,-0.021444474,0.147686813,95,93,0.884950081,0.981811552
K09007,scaledmetRate,scaledmetRate,-0.00948405,0.065004252,95,95,0.884339378,0.981811552
K10242,scaledmetRate,scaledmetRate,-0.032343211,0.222333896,95,91,0.884685834,0.981811552
K10834,scaledmetRate,scaledmetRate,0.05491835,0.375986401,95,63,0.884236954,0.981811552
K12111,scaledSpeed,scaledSpeed,-0.017586947,0.120367044,95,95,0.884258424,0.981811552
K13005,scaledBiteRate,scaledBiteRate,-0.040987515,0.281589299,95,90,0.884607207,0.981811552
K13651,scaledBiteRate,scaledBiteRate,0.02097286,0.144500294,95,95,0.884948323,0.981811552
K14161,scaledmetRate,scaledmetRate,0.008224825,0.05652757,95,95,0.884710367,0.981811552
K14333,scaledmetRate,scaledmetRate,-0.015189249,0.104652429,95,95,0.88494952,0.981811552
K14339,scaledBiteRate,scaledBiteRate,0.027466249,0.18851122,95,93,0.884508664,0.981811552
K15315,scaledThig,scaledThig,0.027948496,0.191777571,95,13,0.884503528,0.981811552
K15486,treatmentOrder,low,0.072979973,0.499060122,95,36,0.884281963,0.981811552
K15653,scaledSpeed,scaledSpeed,0.034980876,0.240867835,95,44,0.88486832,0.981811552
K16157,scaledThig,scaledThig,-0.011814209,0.081385823,95,10,0.884917973,0.981811552
K16696,treatmentOrder,low,0.080198695,0.54858506,95,90,0.884373043,0.981811552
K16700,treatmentOrder,low,0.080198695,0.54858506,95,90,0.884373043,0.981811552
K18586,treatmentOrder,medium,-0.068774797,0.47271031,95,93,0.884927518,0.981811552
K19171,scaledSpeed,scaledSpeed,-0.024189194,0.16605578,95,93,0.884585074,0.981811552
K18642,treatmentOrder,medium,0.117449939,0.807536256,95,83,0.884972354,0.981812799
K00263,scaledBiteRate,scaledBiteRate,0.012833479,0.088463691,95,95,0.885016428,0.981838232
K02668,scaledmetRate,scaledmetRate,0.010478668,0.072298993,95,95,0.885115063,0.981853804
K03801,scaledBiteRate,scaledBiteRate,-0.002728796,0.018815894,95,95,0.88507737,0.981853804
K09153,scaledSpeed,scaledSpeed,0.012930277,0.089220802,95,95,0.885105728,0.981853804
K17067,treatmentOrder,low,0.074425787,0.512735345,95,92,0.885099022,0.981853804
K02668,scaledSpeed,scaledSpeed,0.009515193,0.065708666,95,95,0.885238988,0.981861741
K05809,scaledBiteRate,scaledBiteRate,-0.017606517,0.121587282,95,95,0.885249118,0.981861741
K06876,treatmentOrder,low,0.018483614,0.127341572,95,95,0.885193796,0.981861741
K09907,scaledBiteRate,scaledBiteRate,-0.017606517,0.121587282,95,95,0.885249118,0.981861741
K13012,scaledmetRate,scaledmetRate,0.020899129,0.144276922,95,94,0.885165132,0.981861741
K18937,scaledSpeed,scaledSpeed,-0.029090888,0.20088562,95,87,0.885222226,0.981861741
K00427,scaledThig,scaledThig,-0.013319432,0.092053058,95,95,0.885466449,0.981878232
K00511,treatmentOrder,medium,0.10437556,0.721162552,95,48,0.885481885,0.981878232
K00652,scaledBiteRate,scaledBiteRate,-0.0030714,0.021225366,95,95,0.885292874,0.981878232
K01929,treatmentOrder,low,0.006393906,0.044190588,95,95,0.885498618,0.981878232
K02346,treatmentOrder,medium,-0.012586267,0.08691905,95,95,0.885448875,0.981878232
K03185,treatmentOrder,medium,0.013688288,0.094523443,95,95,0.885517789,0.981878232
K03442,scaledThig,scaledThig,0.00410486,0.028412956,95,95,0.885496098,0.981878232
K03880,scaledmetRate,scaledmetRate,0.027459472,0.189993225,95,13,0.885428211,0.981878232
K09759,scaledBiteRate,scaledBiteRate,-0.039130585,0.270674605,95,90,0.885407918,0.981878232
K11529,scaledThig,scaledThig,0.041785062,0.289203773,95,72,0.885516741,0.981878232
K14534,treatmentOrder,low,-0.076214903,0.52516226,95,93,0.885333758,0.981878232
K18856,scaledThig,scaledThig,-0.036691379,0.253961285,95,16,0.885458554,0.981878232
K07235,treatmentOrder,high,-0.025270852,0.174873338,95,95,0.885545095,0.981885058
K00626,scaledBiteRate,scaledBiteRate,-0.004363557,0.030272809,95,95,0.885722382,0.981952687
K05831,scaledSpeed,scaledSpeed,0.035200926,0.24421691,95,49,0.885726445,0.981952687
K07273,treatmentOrder,high,-0.033303276,0.230810097,95,95,0.885732999,0.981952687
K08715,treatmentOrder,low,-0.048564899,0.336259323,95,95,0.885646441,0.981952687
K08939,treatmentOrder,low,-0.111729843,0.775133279,95,69,0.88572112,0.981952687
K09252,scaledSpeed,scaledSpeed,-0.011063882,0.076707536,95,95,0.8856699,0.981952687
K11706,scaledSpeed,scaledSpeed,-0.03331986,0.231394885,95,31,0.885837273,0.982030215
K13585,scaledSpeed,scaledSpeed,-0.026223362,0.182042781,95,95,0.885845238,0.982030215
K05519,scaledSpeed,scaledSpeed,0.028192653,0.195836244,95,19,0.885867652,0.982031613
K03229,treatmentOrder,low,-0.034775909,0.241404609,95,95,0.885894371,0.982037783
K03366,treatmentOrder,medium,-0.038630323,0.268018526,95,95,0.885972129,0.982100528
K08355,scaledThig,scaledThig,0.045483176,0.316137245,95,62,0.885995749,0.982103261
K06886,treatmentOrder,low,0.029909486,0.207773827,95,95,0.886021882,0.982108779
K00476,scaledThig,scaledThig,0.031187122,0.217099935,95,86,0.88610647,0.982116302
K03151,scaledSpeed,scaledSpeed,-0.010702721,0.074393416,95,95,0.88605181,0.982116302
K04835,scaledmetRate,scaledmetRate,-0.037498499,0.261050467,95,40,0.886113291,0.982116302
K13745,scaledmetRate,scaledmetRate,-0.016487669,0.114764709,95,95,0.886105057,0.982116302
K12213,treatmentOrder,low,0.078971575,0.549436853,95,94,0.886147677,0.982130966
K03718,scaledThig,scaledThig,0.009433042,0.065744982,95,95,0.886306219,0.982173746
K03799,treatmentOrder,low,0.010563957,0.073553604,95,95,0.886313216,0.982173746
K04794,scaledBiteRate,scaledBiteRate,0.025722885,0.179233914,95,93,0.886232272,0.982173746
K05889,treatmentOrder,low,0.179819939,1.252121887,95,46,0.88630797,0.982173746
K14748,treatmentOrder,low,-0.060508039,0.421443051,95,95,0.886276149,0.982173746
K18092,treatmentOrder,low,-0.060508039,0.421443051,95,95,0.886276149,0.982173746
K03548,treatmentOrder,medium,0.040197295,0.27990982,95,95,0.886380668,0.982207884
K16566,scaledSpeed,scaledSpeed,0.01618272,0.112918196,95,95,0.886386337,0.982207884
K00216,scaledSpeed,scaledSpeed,-0.012509529,0.087333381,95,95,0.886511167,0.982248894
K00912,scaledSpeed,scaledSpeed,-0.002744165,0.019155591,95,95,0.886493968,0.982248894
K02362,treatmentOrder,low,-0.036208236,0.252718193,95,95,0.886490588,0.982248894
K04561,treatmentOrder,medium,0.034254265,0.23891785,95,95,0.886529137,0.982248894
K06518,treatmentOrder,low,0.031134364,0.217326842,95,95,0.886509415,0.982248894
K01469,treatmentOrder,low,0.029709559,0.207409091,95,95,0.886617844,0.982272091
K01883,treatmentOrder,low,0.006085045,0.042473752,95,95,0.886658575,0.982272091
K02859,scaledSpeed,scaledSpeed,-0.045611126,0.319051128,95,41,0.886658096,0.982272091
K07715,scaledmetRate,scaledmetRate,-0.009532459,0.06665563,95,95,0.886612902,0.982272091
K09844,treatmentOrder,low,-0.048739255,0.340357821,95,95,0.886677026,0.982272091
K13701,scaledSpeed,scaledSpeed,0.010624939,0.0743288,95,11,0.886664241,0.982272091
K01582,scaledBiteRate,scaledBiteRate,0.010950737,0.076600198,95,95,0.886699683,0.982273751
K02652,treatmentOrder,low,-0.021377481,0.149605217,95,95,0.886825013,0.982389148
K01825,treatmentOrder,high,-0.024859639,0.174224534,95,95,0.886980424,0.982417531
K03798,scaledBiteRate,scaledBiteRate,0.002081927,0.014608191,95,95,0.88701993,0.982417531
K04041,scaledSpeed,scaledSpeed,-0.049270074,0.345532723,95,65,0.886942425,0.982417531
K06907,scaledmetRate,scaledmetRate,-0.009870818,0.06925628,95,95,0.887006794,0.982417531
K07319,treatmentOrder,high,0.09978,0.699302072,95,93,0.886995285,0.982417531
K07571,scaledThig,scaledThig,-0.043995351,0.308731627,95,75,0.887019008,0.982417531
K09844,scaledBiteRate,scaledBiteRate,-0.017632307,0.123658889,95,95,0.8869511,0.982417531
K18895,treatmentOrder,medium,0.091505082,0.640338104,95,91,0.886916341,0.982417531
K02839,treatmentOrder,medium,-0.05110635,0.358333829,95,95,0.887146177,0.982446798
K05878,scaledBiteRate,scaledBiteRate,-0.013984247,0.098177687,95,95,0.887099889,0.982446798
K06080,scaledBiteRate,scaledBiteRate,-0.017312388,0.121567302,95,95,0.887134624,0.982446798
K07071,treatmentOrder,low,0.015784585,0.110718386,95,95,0.887179211,0.982446798
K14654,scaledBiteRate,scaledBiteRate,0.032029735,0.224975122,95,93,0.887194492,0.982446798
K15643,scaledSpeed,scaledSpeed,-0.045908304,0.322360561,95,61,0.887110037,0.982446798
K16709,treatmentOrder,low,0.078367104,0.549417301,95,90,0.887164787,0.982446798
K03572,treatmentOrder,low,-0.006914718,0.048573659,95,95,0.887279334,0.982480387
K14658,treatmentOrder,low,-0.075344869,0.530008265,95,91,0.887283968,0.982480387
K15546,treatmentOrder,high,-0.040091102,0.281612313,95,95,0.887288315,0.982480387
K04477,scaledBiteRate,scaledBiteRate,0.015005241,0.105648054,95,95,0.887423953,0.982521975
K05952,scaledBiteRate,scaledBiteRate,-0.017514303,0.123333983,95,95,0.887431694,0.982521975
K06205,scaledBiteRate,scaledBiteRate,-0.011209531,0.078915535,95,95,0.887423008,0.982521975
K11746,scaledmetRate,scaledmetRate,0.009807598,0.069044537,95,95,0.887379997,0.982521975
K16020,treatmentOrder,low,-0.054170038,0.38154491,95,11,0.887427603,0.982521975
K11930,treatmentOrder,high,0.057091274,0.401756637,95,95,0.887454262,0.98252353
K01602,scaledmetRate,scaledmetRate,-0.014890166,0.104983079,95,94,0.887539088,0.982550467
K02615,treatmentOrder,low,0.072887092,0.513296427,95,93,0.88753775,0.982550467
K03570,treatmentOrder,low,-0.00804886,0.056607521,95,95,0.887542087,0.982550467
K02521,treatmentOrder,high,0.052664287,0.371524893,95,95,0.887720885,0.98258811
K03394,treatmentOrder,low,0.021804399,0.153807326,95,95,0.887724248,0.98258811
K04781,scaledSpeed,scaledSpeed,-0.026081464,0.183988794,95,88,0.887672886,0.98258811
K05539,treatmentOrder,medium,0.013068307,0.092045338,95,95,0.887700525,0.98258811
K05786,treatmentOrder,medium,0.012483193,0.087941773,95,95,0.887622334,0.98258811
K05812,treatmentOrder,medium,-0.030801894,0.216901905,95,95,0.887630806,0.98258811
K13657,scaledSpeed,scaledSpeed,-0.016395141,0.115733715,95,95,0.887715431,0.98258811
K01760,scaledmetRate,scaledmetRate,-0.007586509,0.053639478,95,95,0.887875983,0.982690035
K02417,treatmentOrder,high,-0.011980424,0.084654947,95,95,0.887901004,0.982690035
K04103,scaledThig,scaledThig,-0.012817849,0.090647355,95,95,0.887896544,0.982690035
K15727,scaledSpeed,scaledSpeed,0.009069728,0.064135665,95,95,0.887884638,0.982690035
K07118,scaledmetRate,scaledmetRate,-0.005282101,0.037372911,95,95,0.887940024,0.982709792
K00383,treatmentOrder,low,-0.018515034,0.130934785,95,95,0.887997682,0.982720173
K00611,scaledmetRate,scaledmetRate,-0.00742324,0.052559456,95,95,0.888013688,0.982720173
K02535,treatmentOrder,low,0.00990606,0.070058448,95,95,0.888064094,0.982720173
K02564,scaledmetRate,scaledmetRate,-0.007512953,0.053208191,95,95,0.888039031,0.982720173
K12512,treatmentOrder,low,-0.036846839,0.260500922,95,10,0.888076413,0.982720173
K12514,treatmentOrder,low,-0.036846839,0.260500922,95,10,0.888076413,0.982720173
K06223,scaledBiteRate,scaledBiteRate,-0.009904848,0.070184614,95,95,0.888117075,0.982741744
K10953,scaledSpeed,scaledSpeed,-0.019182585,0.135979507,95,95,0.888222769,0.982816036
K11392,scaledBiteRate,scaledBiteRate,-0.017145508,0.121579729,95,95,0.888226556,0.982816036
K09910,scaledBiteRate,scaledBiteRate,-0.01714066,0.121570826,95,95,0.888249732,0.982818255
K00622,scaledSpeed,scaledSpeed,-0.028824604,0.204553367,95,87,0.88828534,0.98283423
K00635,scaledSpeed,scaledSpeed,0.016033883,0.113773627,95,95,0.888344387,0.982839849
K09748,treatmentOrder,low,-0.006364348,0.045155641,95,95,0.88837486,0.982839849
K12130,treatmentOrder,low,-0.138824948,0.985470076,95,59,0.888375102,0.982839849
K12450,treatmentOrder,low,-0.138824948,0.985470076,95,59,0.888375102,0.982839849
K02013,treatmentOrder,medium,-0.011496727,0.081554886,95,95,0.888458985,0.982862212
K02615,scaledBiteRate,scaledBiteRate,-0.023577819,0.167617439,95,93,0.88849011,0.982862212
K09384,scaledThig,scaledThig,0.016949376,0.120539665,95,95,0.888501173,0.982862212
K19131,scaledmetRate,scaledmetRate,-0.038190498,0.271459175,95,85,0.888470139,0.982862212
